ErrorCodeDec,ID,adviseText,description,errorText,examples,param1,param2,pruefumfangName,resultName,resultValueStr,testStepName
"-",5380,"159: NET-0009: TIMEOUT","STATUS_BREMSBELAGSVERSCHLEISSSENSOR_OK",Diagnosefehler,"F1_DIAGNOSE;ASC_DSC;-;STATUS_BREMSBELAGSVERSCHLEISSSENSOR_OK;DSC_G11;STATUS_LESEN - -;-;Diagnosefehler;159: NET-0009: TIMEOUT\x0A","DSC_G11","STATUS_LESEN","F1_DIAGNOSE","-","-","ASC_DSC"
"-",5381,"19: IFH-0009: NO RESPONSE FROM CONTROLUNIT","*",Diagnosefehler,"F1_DIAGNOSE;ASC_DSC;-;STATUS_BREMSBELAGSVERSCHLEISSSENSOR_OK;DSC_G11;STATUS_LESEN - -;-;Diagnosefehler;19: IFH-0009: NO RESPONSE FROM CONTROLUNIT\x0A F1_DIAGNOSE;ASC_DSC;-;STATUS_BREMSBELAGSVERSCHLEISSSENSOR_OK;IB_G05;STATUS_LESEN - -;-;Diagnosefehler;19: IFH-0009: NO RESPONSE FROM CONTROLUNIT\x0A F1_DIAGNOSE;ASC_DSC;-;STATUS_BREMSFLUESSIGKEITSNIVEAU;DSC_G11;STATUS_LESEN - -;-;Diagnosefehler;19: IFH-0009: NO RESPONSE FROM CONTROLUNIT\x0A F1_DIAGNOSE;ASC_DSC;-;STATUS_EPBI_MONTAGE_MODE_DEAKTIVIERT;DSC_G11;STATUS_LESEN - -;-;Diagnosefehler;19: IFH-0009: NO RESPONSE FROM CONTROLUNIT\x0A F1_DIAGNOSE_T;ASC_DSC;-;STATUS_BREMSBELAGSVERSCHLEISSSENSOR_OK;DSC_G11;STATUS_LESEN - -;-;Diagnosefehler;19: IFH-0009: NO RESPONSE FROM CONTROLUNIT\x0A","*","STATUS_LESEN","*","-","-","ASC_DSC"
"-",5382,"Bremsbelagverschleissensor defekt","STATUS_BREMSBELAGSVERSCHLEISSSENSOR_OK",Diagnosefehler,"F1_DIAGNOSE;ASC_DSC;-;STATUS_BREMSBELAGSVERSCHLEISSSENSOR_OK;DSC_G11;STATUS_LESEN - -;-;Diagnosefehler;Bremsbelagverschleissensor defekt\x0A","DSC_G11","STATUS_LESEN","F1_DIAGNOSE","-","-","ASC_DSC"
"-",5383,"159: NET-0009: TIMEOUT","STATUS_BREMSFLUESSIGKEITSNIVEAU",Diagnosefehler,"F1_DIAGNOSE;ASC_DSC;-;STATUS_BREMSFLUESSIGKEITSNIVEAU;DSC_G11;STATUS_LESEN - -;-;Diagnosefehler;159: NET-0009: TIMEOUT\x0A","DSC_G11","STATUS_LESEN","F1_DIAGNOSE","-","-","ASC_DSC"
"-",5385,"159: NET-0009: TIMEOUT","STATUS_DRUCKSENSOREN_ANLERNEN",Diagnosefehler,"F1_DIAGNOSE;ASC_DSC;-;STATUS_DRUCKSENSOREN_ANLERNEN;DSC_I1;STATUS_LESEN - -;-;Diagnosefehler;159: NET-0009: TIMEOUT\x0A","DSC_I1","STATUS_LESEN","F1_DIAGNOSE","-","-","ASC_DSC"
"-",5386,"Drucksensor nicht kalibriert","STATUS_DRUCKSENSOREN_ANLERNEN",Diagnosefehler,"F1_DIAGNOSE;ASC_DSC;-;STATUS_DRUCKSENSOREN_ANLERNEN;DSC_I1;STATUS_LESEN - -;-;Diagnosefehler;Drucksensor nicht kalibriert\x0A","DSC_I1","STATUS_LESEN","F1_DIAGNOSE","-","-","ASC_DSC"
"-",5387,"159: NET-0009: TIMEOUT","STATUS_EEPROM_SCHREIBEN",Diagnosefehler,"F1_DIAGNOSE;ASC_DSC;-;STATUS_EEPROM_SCHREIBEN;DSC_G11;STEUERN_ROUTINE - -;-;Diagnosefehler;159: NET-0009: TIMEOUT\x0A","DSC_G11","STEUERN_ROUTINE","F1_DIAGNOSE","-","-","ASC_DSC"
"-",5388,"159: NET-0009: TIMEOUT","STATUS_EPBI_MONTAGE_MODE_DEAKTIVIERT",Diagnosefehler,"F1_DIAGNOSE;ASC_DSC;-;STATUS_EPBI_MONTAGE_MODE_DEAKTIVIERT;DSC_G11;STATUS_LESEN - -;-;Diagnosefehler;159: NET-0009: TIMEOUT\x0A","DSC_G11","STATUS_LESEN","F1_DIAGNOSE","-","-","ASC_DSC"
"-",5389,"159: NET-0009: TIMEOUT","STATUS_PUMPENFUNKTIONSTEST",Diagnosefehler,"F1_DIAGNOSE;ASC_DSC;-;STATUS_PUMPENFUNKTIONSTEST;DSC_I1;STEUERN_ROUTINE - -;-;Diagnosefehler;159: NET-0009: TIMEOUT\x0A","DSC_I1","STEUERN_ROUTINE","F1_DIAGNOSE","-","-","ASC_DSC"
"-",539,"-","START_FGNR_IO_CHECK","-","A_DIAGNOSE;PU_STEUERUNG;-;START_FGNR_IO_CHECK;CHECKSTATUS;- - NIO;-;-;-\x0A",CHECKSTATUS,"-","A_DIAGNOSE","-",NIO,"PU_STEUERUNG"
"-",5390,"Fahrzeug nachentlüften bzw. Pumpenmotor überprüfen","STATUS_PUMPENFUNKTIONSTEST",Diagnosefehler,"F1_DIAGNOSE;ASC_DSC;-;STATUS_PUMPENFUNKTIONSTEST;DSC_I1;STEUERN_ROUTINE - -;-;Diagnosefehler;Fahrzeug nachentlüften bzw. Pumpenmotor überprüfen\x0A","DSC_I1","STEUERN_ROUTINE","F1_DIAGNOSE","-","-","ASC_DSC"
"-",5391,"159: NET-0009: TIMEOUT","STATUS_ROUTINE_ADAPTIVDATEN_WERKSMODUS",Diagnosefehler,"F1_DIAGNOSE;ASC_DSC;-;STATUS_ROUTINE_ADAPTIVDATEN_WERKSMODUS;DSC_G11;STEUERN_ROUTINE - -;-;Diagnosefehler;159: NET-0009: TIMEOUT\x0A","DSC_G11","STEUERN_ROUTINE","F1_DIAGNOSE","-","-","ASC_DSC"
"-",5392,"Fehler Adaptivdaten rücksetzen","STATUS_ROUTINE_ADAPTIVDATEN_WERKSMODUS",Diagnosefehler,"F1_DIAGNOSE;ASC_DSC;-;STATUS_ROUTINE_ADAPTIVDATEN_WERKSMODUS;DSC_G11;STEUERN_ROUTINE - -;-;Diagnosefehler;Fehler Adaptivdaten rücksetzen\x0A F1_DIAGNOSE_T;ASC_DSC;-;STATUS_ROUTINE_ADAPTIVDATEN_WERKSMODUS;DSC_G11;STEUERN_ROUTINE - -;-;Diagnosefehler;Fehler Adaptivdaten rücksetzen\x0A","DSC_G11","STEUERN_ROUTINE","*","-","-","ASC_DSC"
"-",5393,"159: NET-0009: TIMEOUT","STEUERN_AX_AY_ABGLEICH",Diagnosefehler,"F1_DIAGNOSE;ASC_DSC;-;STEUERN_AX_AY_ABGLEICH;DSC_G11;STEUERN_ROUTINE - -;-;Diagnosefehler;159: NET-0009: TIMEOUT\x0A","DSC_G11","STEUERN_ROUTINE","F1_DIAGNOSE","-","-","ASC_DSC"
"-",5394,"Fehler Diagnose Job","STEUERN_AX_AY_ABGLEICH",Diagnosefehler,"F1_DIAGNOSE;ASC_DSC;-;STEUERN_AX_AY_ABGLEICH;DSC_G11;STEUERN_ROUTINE - -;-;Diagnosefehler;Fehler Diagnose Job\x0A","DSC_G11","STEUERN_ROUTINE","F1_DIAGNOSE","-","-","ASC_DSC"
"-",5395,"159: NET-0009: TIMEOUT","STEUERN_EEPROM_SCHREIBEN",Diagnosefehler,"F1_DIAGNOSE;ASC_DSC;-;STEUERN_EEPROM_SCHREIBEN;DSC_G11;STEUERN_ROUTINE - -;-;Diagnosefehler;159: NET-0009: TIMEOUT\x0A","DSC_G11","STEUERN_ROUTINE","F1_DIAGNOSE","-","-","ASC_DSC"
13849632,5396,"-","FS_LESEN_F1","Botschaftsfehler (Anforderung Bremsmoment Summe, ID: RQ_BRTORQ_SUM) - Timeout","F1_DIAGNOSE;ASC_DSC;F_ORT_NR;FS_LESEN_F1;DSC_25;FS_LESEN - 13849632 (HEX D3 54 20 6C);13849632;Botschaftsfehler (Anforderung Bremsmoment Summe, ID: RQ_BRTORQ_SUM) - Timeout;-\x0A","DSC_25","FS_LESEN","F1_DIAGNOSE","F_ORT_NR","13849632 (HEX D3 54 20 6C)","ASC_DSC"
13849644,5398,"-","FS_LESEN_F1","Signalfehler (Außentemperatur, ID: A_TEMP) - Ungültig","F1_DIAGNOSE;ASC_DSC;F_ORT_NR;FS_LESEN_F1;DSC_25;FS_LESEN - 13849644 (HEX D3 54 2C 2F);13849644;Signalfehler (Außentemperatur, ID: A_TEMP) - Ungültig;-\x0A F1_DIAGNOSE;ASC_DSC;F_ORT_NR;FS_LESEN_F1;DSC_25;FS_LESEN - 13849644 (HEX D3 54 2C 6C);13849644;Signalfehler (Außentemperatur, ID: A_TEMP) - Ungültig;-\x0A F1_DIAGNOSE;ASC_DSC;F_ORT_NR;FS_LESEN_F1;DSC_G11;FS_LESEN - 13849644 (HEX D3 54 2C 2F);13849644;Signalfehler (Außentemperatur, ID: A_TEMP) - Ungültig;-\x0A F1_DIAGNOSE;ASC_DSC;F_ORT_NR;FS_LESEN_F1;DSC_I1;FS_LESEN - 13849644 (HEX D3 54 2C 2E);13849644;Signalfehler (Außentemperatur, ID: A_TEMP) - Ungültig;-\x0A","*","FS_LESEN","F1_DIAGNOSE","F_ORT_NR","13849644 (HEX D3 54 2C *)","ASC_DSC"
13849698,5399,"-","*","Botschaft (Anforderung Differenz Bremsmoment Giermomentverteilung, 66.1.2) fehlt, Empfänger DSC (FlexRay), Sender ICM (FlexRay)","F1_DIAGNOSE;ASC_DSC;F_ORT_NR;FS_LESEN_F1;DSC_25;FS_LESEN - 13849698 (HEX D3 54 62 2F);13849698;Botschaft (Anforderung Differenz Bremsmoment Giermomentverteilung, 66.1.2) fehlt, Empfänger DSC (FlexRay), Sender ICM (FlexRay);-\x0A F1_DIAGNOSE;ASC_DSC;F_ORT_NR;FS_LESEN_F1;DSC_25;FS_LESEN - 13849698 (HEX D3 54 62 6C);13849698;Botschaft (Anforderung Differenz Bremsmoment Giermomentverteilung, 66.1.2) fehlt, Empfänger DSC (FlexRay), Sender ICM (FlexRay);-\x0A F2_DIAGNOSE;ASC_DSC;F_ORT_NR;FS_LELOE;DSC_25;FS_LESEN - 13849698 (HEX D3 54 62 2F);13849698;Botschaft (Anforderung Differenz Bremsmoment Giermomentverteilung, 66.1.2) fehlt, Empfänger DSC (FlexRay), Sender ICM (FlexRay);-\x0A F2_DIAGNOSE;ASC_DSC;F_ORT_NR;FS_LELOE;DSC_25;FS_LESEN - 13849698 (HEX D3 54 62 6C);13849698;Botschaft (Anforderung Differenz Bremsmoment Giermomentverteilung, 66.1.2) fehlt, Empfänger DSC (FlexRay), Sender ICM (FlexRay);-\x0A F2_DIAGNOSE;ASC_DSC;F_ORT_NR;FS_LESEN_F2;DSC_25;FS_LESEN - 13849698 (HEX D3 54 62 2F);13849698;Botschaft (Anforderung Differenz Bremsmoment Giermomentverteilung, 66.1.2) fehlt, Empfänger DSC (FlexRay), Sender ICM (FlexRay);-\x0A","DSC_25","FS_LESEN","*","F_ORT_NR","13849698 (HEX D3 54 62 *)","ASC_DSC"
"-",54,"","Dichtheit AVs und Hydraulikleitungen*","","ABSPRFG;02059;;Dichtheit AVs und Hydraulikleitungen;; - ;-;;\x0A ABSPRFG;04002;;Dichtheit AVs und Hydraulikleitungen (2);; - ;-;;\x0A","","",ABSPRFG,"","","*"
"-",540,"19: IFH-0009: NO RESPONSE FROM CONTROLUNIT","STATUS_BANDMODE_ON",Diagnosefehler,"A_DIAGNOSE;RDC;-;STATUS_BANDMODE_ON;DSC_25;STATUS_LESEN - -;-;Diagnosefehler;19: IFH-0009: NO RESPONSE FROM CONTROLUNIT\x0A A_DIAGNOSE;RDC;-;STATUS_BANDMODE_ON;DSC_G11;STATUS_LESEN - -;-;Diagnosefehler;19: IFH-0009: NO RESPONSE FROM CONTROLUNIT\x0A A_DIAGNOSE;RDC;-;STATUS_BANDMODE_ON;DSC_I1;STATUS_LESEN - -;-;Diagnosefehler;19: IFH-0009: NO RESPONSE FROM CONTROLUNIT\x0A F1_DIAGNOSE;RDC;-;STATUS_BANDMODE_ON;DSC_25;STATUS_LESEN - -;-;Diagnosefehler;19: IFH-0009: NO RESPONSE FROM CONTROLUNIT\x0A FDP_DIAGNOSE;RDC;-;STATUS_BANDMODE_ON;DSC_25;STATUS_LESEN - -;-;Diagnosefehler;19: IFH-0009: NO RESPONSE FROM CONTROLUNIT\x0A","*","STATUS_LESEN","*","-","-",RDC
13849784,5400,"-","FS_LESEN_F1","Botschaftsfehler (Geschwindigkeit Fahrzeug, ID: V_VEH) - Timeout","F1_DIAGNOSE;ASC_DSC;F_ORT_NR;FS_LESEN_F1;DSC_25;FS_LESEN - 13849784 (HEX D3 54 B8 2F);13849784;Botschaftsfehler (Geschwindigkeit Fahrzeug, ID: V_VEH) - Timeout;-\x0A F1_DIAGNOSE;ASC_DSC;F_ORT_NR;FS_LESEN_F1;DSC_25;FS_LESEN - 13849784 (HEX D3 54 B8 6C);13849784;Botschaftsfehler (Geschwindigkeit Fahrzeug, ID: V_VEH) - Timeout;-\x0A","DSC_25","FS_LESEN","F1_DIAGNOSE","F_ORT_NR","13849784 (HEX D3 54 B8 *)","ASC_DSC"
13849794,5401,"-","FS_LESEN_F1","Botschaftsfehler (Giergeschwindigkeit Fahrzeug, ID: VYAW_VEH) - Timeout","F1_DIAGNOSE;ASC_DSC;F_ORT_NR;FS_LESEN_F1;DSC_25;FS_LESEN - 13849794 (HEX D3 54 C2 6C);13849794;Botschaftsfehler (Giergeschwindigkeit Fahrzeug, ID: VYAW_VEH) - Timeout;-\x0A","DSC_25","FS_LESEN","F1_DIAGNOSE","F_ORT_NR","13849794 (HEX D3 54 C2 6C)","ASC_DSC"
13849832,5403,"-","FS_LESEN_F1","Botschaftsfehler (Ist Lenkwinkel Vorderachse, ID: AVL_STEA_FTAX) - Timeout","F1_DIAGNOSE;ASC_DSC;F_ORT_NR;FS_LESEN_F1;DSC_25;FS_LESEN - 13849832 (HEX D3 54 E8 6C);13849832;Botschaftsfehler (Ist Lenkwinkel Vorderachse, ID: AVL_STEA_FTAX) - Timeout;-\x0A","DSC_25","FS_LESEN","F1_DIAGNOSE","F_ORT_NR","13849832 (HEX D3 54 E8 6C)","ASC_DSC"
13849922,5409,"-","FS_LESEN_F1","Botschaftsfehler (Querbeschleunigung Schwerpunkt, ID: ACLNY_MASSCNTR) - Timeout","F1_DIAGNOSE;ASC_DSC;F_ORT_NR;FS_LESEN_F1;DSC_25;FS_LESEN - 13849922 (HEX D3 55 42 6C);13849922;Botschaftsfehler (Querbeschleunigung Schwerpunkt, ID: ACLNY_MASSCNTR) - Timeout;-\x0A","DSC_25","FS_LESEN","F1_DIAGNOSE","F_ORT_NR","13849922 (HEX D3 55 42 6C)","ASC_DSC"
"-",541,"Bandmode ist nicht aktiv.","STATUS_BANDMODE_ON",Diagnosefehler,"A_DIAGNOSE;RDC;-;STATUS_BANDMODE_ON;DSC_25;STATUS_LESEN - -;-;Diagnosefehler;Bandmode ist nicht aktiv.\x0A A_DIAGNOSE;RDC;-;STATUS_BANDMODE_ON;DSC_G11;STATUS_LESEN - -;-;Diagnosefehler;Bandmode ist nicht aktiv.\x0A A_DIAGNOSE;RDC;-;STATUS_BANDMODE_ON;DSC_I1;STATUS_LESEN - -;-;Diagnosefehler;Bandmode ist nicht aktiv.\x0A F1_DIAGNOSE;RDC;-;STATUS_BANDMODE_ON;DSC_25;STATUS_LESEN - -;-;Diagnosefehler;Bandmode ist nicht aktiv.\x0A FDP_DIAGNOSE;RDC;-;STATUS_BANDMODE_ON;DSC_25;STATUS_LESEN - -;-;Diagnosefehler;Bandmode ist nicht aktiv.\x0A","*","STATUS_LESEN","*","-","-",RDC
13851436,5413,"-","FS_LESEN_F1","Botschaftsfehler (Längsbeschleunigung Schwerpunkt, ID: ACLNX_MASSCNTR) - Timeout","F1_DIAGNOSE;ASC_DSC;F_ORT_NR;FS_LESEN_F1;DSC_25;FS_LESEN - 13851436 (HEX D3 5B 2C 6C);13851436;Botschaftsfehler (Längsbeschleunigung Schwerpunkt, ID: ACLNX_MASSCNTR) - Timeout;-\x0A","DSC_25","FS_LESEN","F1_DIAGNOSE","F_ORT_NR","13851436 (HEX D3 5B 2C 6C)","ASC_DSC"
13849968,5416,"-","FS_LESEN_F1","Botschaftsfehler (Radmoment Antrieb 4, ID: WMOM_DRV_4) - Timeout","F1_DIAGNOSE;ASC_DSC;F_ORT_NR;FS_LESEN_F1;DSC_G11;FS_LESEN - 13849968 (HEX D3 55 70 27);13849968;Botschaftsfehler (Radmoment Antrieb 4, ID: WMOM_DRV_4) - Timeout;-\x0A F1_DIAGNOSE_T;ASC_DSC;F_ORT_NR;FS_LESEN_F1;DSC_G11;FS_LESEN - 13849968 (HEX D3 55 70 27);13849968;Botschaftsfehler (Radmoment Antrieb 4, ID: WMOM_DRV_4) - Timeout;-\x0A","DSC_G11","FS_LESEN","*","F_ORT_NR","13849968 (HEX D3 55 70 27)","ASC_DSC"
13850267,5417,"-","FS_LESEN_F1","Botschaftsfehler (Diagnose OBD Motor, ID: DIAG_OBD_ENG) - Timeout","F1_DIAGNOSE;ASC_DSC;F_ORT_NR;FS_LESEN_F1;DSC_G11;FS_LESEN - 13850267 (HEX D3 56 9B AF);13850267;Botschaftsfehler (Diagnose OBD Motor, ID: DIAG_OBD_ENG) - Timeout;-\x0A F1_DIAGNOSE_T;ASC_DSC;F_ORT_NR;FS_LESEN_F1;DSC_G11;FS_LESEN - 13850267 (HEX D3 56 9B AF);13850267;Botschaftsfehler (Diagnose OBD Motor, ID: DIAG_OBD_ENG) - Timeout;-\x0A","DSC_G11","FS_LESEN","*","F_ORT_NR","13850267 (HEX D3 56 9B AF)","ASC_DSC"
13850365,5418,"-","FS_LESEN_F1","Botschaftsfehler (Status Kühlklappe Bremse Vorderachse, ID: ST_COOL_FLAP_BRK_FTAX) Timeout","F1_DIAGNOSE;ASC_DSC;F_ORT_NR;FS_LESEN_F1;DSC_G11;FS_LESEN - 13850365 (HEX D3 56 FD 2F);13850365;Botschaftsfehler (Status Kühlklappe Bremse Vorderachse, ID: ST_COOL_FLAP_BRK_FTAX) Timeout;-\x0A F1_DIAGNOSE_T;ASC_DSC;F_ORT_NR;FS_LESEN_F1;DSC_G11;FS_LESEN - 13850365 (HEX D3 56 FD 2F);13850365;Botschaftsfehler (Status Kühlklappe Bremse Vorderachse, ID: ST_COOL_FLAP_BRK_FTAX) Timeout;-\x0A","DSC_G11","FS_LESEN","*","F_ORT_NR","13850365 (HEX D3 56 FD 2F)","ASC_DSC"
13851084,5419,"-","FS_LESEN_F1","Botschaftsfehler (Status Verbrennungsmotor, ID: ST_CENG) Timeout","F1_DIAGNOSE;ASC_DSC;F_ORT_NR;FS_LESEN_F1;DSC_G11;FS_LESEN - 13851084 (HEX D3 59 CC 2F);13851084;Botschaftsfehler (Status Verbrennungsmotor, ID: ST_CENG) Timeout;-\x0A F1_DIAGNOSE_T;ASC_DSC;F_ORT_NR;FS_LESEN_F1;DSC_G11;FS_LESEN - 13851084 (HEX D3 59 CC 2F);13851084;Botschaftsfehler (Status Verbrennungsmotor, ID: ST_CENG) Timeout;-\x0A","DSC_G11","FS_LESEN","*","F_ORT_NR","13851084 (HEX D3 59 CC 2F)","ASC_DSC"
"-",542,"0: null","STATUS_BANDMODE_ON",Diagnosefehler,"A_DIAGNOSE;RDC;-;STATUS_BANDMODE_ON;DSC_G11;STATUS_LESEN - -;-;Diagnosefehler;0: null\x0A","DSC_G11","STATUS_LESEN","A_DIAGNOSE","-","-",RDC
13851753,5420,"-","FS_LESEN_F1","Botschaftsfehler (Konfiguration Stellhebel Antrieb Fahrerlebnis, ID: SU_CLE_DRV_DXP) Timeout","F1_DIAGNOSE;ASC_DSC;F_ORT_NR;FS_LESEN_F1;DSC_G11;FS_LESEN - 13851753 (HEX D3 5C 69 2F);13851753;Botschaftsfehler (Konfiguration Stellhebel Antrieb Fahrerlebnis, ID: SU_CLE_DRV_DXP) Timeout;-\x0A F1_DIAGNOSE_T;ASC_DSC;F_ORT_NR;FS_LESEN_F1;DSC_G11;FS_LESEN - 13851753 (HEX D3 5C 69 2F);13851753;Botschaftsfehler (Konfiguration Stellhebel Antrieb Fahrerlebnis, ID: SU_CLE_DRV_DXP) Timeout;-\x0A","DSC_G11","FS_LESEN","*","F_ORT_NR","13851753 (HEX D3 5C 69 2F)","ASC_DSC"
13851834,5421,"-","FS_LESEN_F1","Botschaftsfehler (Status_EPB_LIN, ID: ST_EPB_LIN) Timeout","F1_DIAGNOSE;ASC_DSC;F_ORT_NR;FS_LESEN_F1;DSC_G11;FS_LESEN - 13851834 (HEX D3 5C BA 2F);13851834;Botschaftsfehler (Status_EPB_LIN, ID: ST_EPB_LIN) Timeout;-\x0A F1_DIAGNOSE_T;ASC_DSC;F_ORT_NR;FS_LESEN_F1;DSC_G11;FS_LESEN - 13851834 (HEX D3 5C BA 2F);13851834;Botschaftsfehler (Status_EPB_LIN, ID: ST_EPB_LIN) Timeout;-\x0A","DSC_G11","FS_LESEN","*","F_ORT_NR","13851834 (HEX D3 5C BA 2F)","ASC_DSC"
13851850,5422,"-","FS_LESEN_F1","Botschaftsfehler (Fehler_Status_LIN, ID: ERR_ST_EPB_LIN) Timeout","F1_DIAGNOSE;ASC_DSC;F_ORT_NR;FS_LESEN_F1;DSC_G11;FS_LESEN - 13851850 (HEX D3 5C CA 2F);13851850;Botschaftsfehler (Fehler_Status_LIN, ID: ERR_ST_EPB_LIN) Timeout;-\x0A F1_DIAGNOSE_T;ASC_DSC;F_ORT_NR;FS_LESEN_F1;DSC_G11;FS_LESEN - 13851850 (HEX D3 5C CA 2F);13851850;Botschaftsfehler (Fehler_Status_LIN, ID: ERR_ST_EPB_LIN) Timeout;-\x0A","DSC_G11","FS_LESEN","*","F_ORT_NR","13851850 (HEX D3 5C CA 2F)","ASC_DSC"
"*",5424,"-","FS_LESEN_F1","Bremsbelagsensor - * - Verschleissgrenze erreicht","F1_DIAGNOSE;ASC_DSC;F_ORT_NR;FS_LESEN_F1;DSC_G11;FS_LESEN - 4721169 (HEX 48 0A 11 2F);4721169;Bremsbelagsensor - Vorderachse - Verschleissgrenze erreicht;-\x0A F1_DIAGNOSE;ASC_DSC;F_ORT_NR;FS_LESEN_F1;DSC_G11;FS_LESEN - 4721170 (HEX 48 0A 12 2F);4721170;Bremsbelagsensor - Hinterachse - Verschleissgrenze erreicht;-\x0A F1_DIAGNOSE;ASC_DSC;F_ORT_NR;FS_LESEN_F1;DSC_I1;FS_LESEN - 4721169 (HEX 48 0A 11 2F);4721169;Bremsbelagsensor - Vorderachse - Verschleissgrenze erreicht;-\x0A","*","FS_LESEN","F1_DIAGNOSE","F_ORT_NR","* (HEX 48 0A * 2F)","ASC_DSC"
"-",5425,"ERROR_ECU_CONDITIONS_NOT_CORRECT","KALIBRIERUNG_DRUCKSENSOR",Diagnosefehler,"F1_DIAGNOSE;ASC_DSC;JOB_STATUS;KALIBRIERUNG_DRUCKSENSOR;DSC_25;STEUERN_ROUTINE - ERROR_ECU_CONDITIONS_NOT_CORRECT;-;Diagnosefehler;ERROR_ECU_CONDITIONS_NOT_CORRECT\x0A","DSC_25","STEUERN_ROUTINE","F1_DIAGNOSE","JOB_STATUS","ERROR_ECU_CONDITIONS_NOT_CORRECT","ASC_DSC"
"-",5426,"Bremsfluessigkeit nicht befüllt","STATUS_BREMSFLUESSIGKEIT","Ist-Wert ungleich SollWert(e)","F1_DIAGNOSE;ASC_DSC;STAT_BREMSFLUESSIGKEIT_NIVEAU_SCHALTER_EIN;STATUS_BREMSFLUESSIGKEIT;DSC_10;STATUS_LESEN - 0;-;Ist-Wert ungleich SollWert(e);Bremsfluessigkeit nicht befüllt\x0A","DSC_10","STATUS_LESEN","F1_DIAGNOSE","STAT_BREMSFLUESSIGKEIT_NIVEAU_SCHALTER_EIN",0,"ASC_DSC"
"-",5429,"Invalid CASCASDE result(s): STAT_BATTERIE_KAPAZITAET_WERT@STATUS_BATT_KAPAZITAET_F1","*",Parametrierfehler,"F1_DIAGNOSE;BATTERIE_SENSOR;-;CALC_NACHLADE_GRENZE_F1_DIAGNOSE_TEST;-;- - -;-;Parametrierfehler;Invalid CASCASDE result(s): STAT_BATTERIE_KAPAZITAET_WERT@STATUS_BATT_KAPAZITAET_F1\x0A F1_DIAGNOSE;BATTERIE_SENSOR;-;CALC_TAUSCH_GRENZE_F1;-;- - -;-;Parametrierfehler;Invalid CASCASDE result(s): STAT_BATTERIE_KAPAZITAET_WERT@STATUS_BATT_KAPAZITAET_F1\x0A","-","-","F1_DIAGNOSE","-","-","BATTERIE_SENSOR"
"-",543,"0: null","STATUS_BANDMODE_ON",Diagnosefehler,"A_DIAGNOSE;RDC;-;STATUS_BANDMODE_ON;DSC_I1;STATUS_LESEN - -;-;Diagnosefehler;0: null\x0A","DSC_I1","STATUS_LESEN","A_DIAGNOSE","-","-",RDC
"-",5430,Parameterexistenz,"STATUS_BATTERIE_TAUSCHEN_ANFANG_F1",Parametrierfehler,"F1_DIAGNOSE;BATTERIE_SENSOR;-;STATUS_BATTERIE_TAUSCHEN_ANFANG_F1;-;- - -;-;Parametrierfehler;Parameterexistenz\x0A","-","-","F1_DIAGNOSE","-","-","BATTERIE_SENSOR"
"-",5431,Parameterexistenz,"STATUS_BATTERIE_TAUSCHEN_ENDE_F1",Parametrierfehler,"F1_DIAGNOSE;BATTERIE_SENSOR;-;STATUS_BATTERIE_TAUSCHEN_ENDE_F1;-;- - -;-;Parametrierfehler;Parameterexistenz\x0A","-","-","F1_DIAGNOSE","-","-","BATTERIE_SENSOR"
"-",5432,"19: IFH-0009: NO RESPONSE FROM CONTROLUNIT","*",Diagnosefehler,"F1_DIAGNOSE;BATTERIE_SENSOR;-;STATUS_BATT_KAPAZITAET;AEP;STATUS_SYSTEMCHECK_AEP_INFO_2 - -;-;Diagnosefehler;19: IFH-0009: NO RESPONSE FROM CONTROLUNIT\x0A F1_DIAGNOSE;BATTERIE_SENSOR;-;STATUS_BATT_KAPAZITAET_F1;AEP;STATUS_SYSTEMCHECK_AEP_INFO_2 - -;-;Diagnosefehler;19: IFH-0009: NO RESPONSE FROM CONTROLUNIT\x0A",AEP,"STATUS_SYSTEMCHECK_AEP_INFO_2","F1_DIAGNOSE","-","-","BATTERIE_SENSOR"
"-",5433,Parameterexistenz,"STATUS_BATT_LADEZUSTAND_ALLGEMEIN",Parametrierfehler,"F1_DIAGNOSE;BATTERIE_SENSOR;-;STATUS_BATT_LADEZUSTAND_ALLGEMEIN;-;- - -;-;Parametrierfehler;Parameterexistenz\x0A","-","-","F1_DIAGNOSE","-","-","BATTERIE_SENSOR"
"-",5434,"159: NET-0009: TIMEOUT","STATUS_BREMSLICHT_MITTE_F1",Diagnosefehler,"F1_DIAGNOSE;BDC_LIGHT;-;STATUS_BREMSLICHT_MITTE_F1;BDC_G11;STATUS_SENSE_LESEN - -;-;Diagnosefehler;159: NET-0009: TIMEOUT\x0A","BDC_G11","STATUS_SENSE_LESEN","F1_DIAGNOSE","-","-","BDC_LIGHT"
"-",5435,"Dritte Bremsleuchte defekt!","STATUS_BREMSLICHT_MITTE_F1",Diagnosefehler,"F1_DIAGNOSE;BDC_LIGHT;-;STATUS_BREMSLICHT_MITTE_F1;BDC_G11;STATUS_SENSE_LESEN - -;-;Diagnosefehler;Dritte Bremsleuchte defekt!\x0A","BDC_G11","STATUS_SENSE_LESEN","F1_DIAGNOSE","-","-","BDC_LIGHT"
